9.75E-1,20002014,4E0,9.73E-1,2.167E0,1.178E0,1.305E0
7.56E-1,20002021,4E0,7.54E-1,5.09E-1,4.85E-1,5.37E-1
9.16E-1,20002038,4E0,9.14E-1,4.36E-1,5.17E-1,5.72E-1
9.16E-1,20002045,3E0,9.14E-1,2.62E-1,3E-1,3.33E-1
7.56E-1,20002051,3E0,7.54E-1,3.49E-1,4.21E-1,4.66E-1
1.005E0,20002068,4E0,1.003E0,3.494E0,1.248E0,1.383E0
